##OTU ID	CD.IV.B.24	UC.PO.3M.93	no.IV.3M.123	CD.IV.3M.79	UC.PO.B.28	UC.IV.3M.103	no.PO.B.53	UC.PO.3M.95	CD.IV.B.19	CD.IV.B.43	UC.PO.B.11	CD.PO.3M.64	UC.PO.B.30	UC.IV.3M.104	UC.PO.B.36	no.IV.B.57	CD.IV.B.26	UC.IV.B.40	no.PO.B.45	no.IV.B.60	no.IV.3M.125	no.PO.B.52	no.IV.3M.118	CD.IV.B.22	CD.PO.B.4	no.IV.B.61	UC.PO.3M.94	no.PO.3M.116	no.PO.3M.115	no.PO.3M.113	no.PO.3M.114	CD.PO.B.7	CD.IV.B.20	CD.IV.3M.83	CD.PO.B.12	CD.IV.3M.106	CD.PO.3M.66	CD.IV.3M.85	UC.PO.3M.99	no.IV.3M.126	UC.PO.B.29	no.IV.3M.119	CD.PO.3M.71	UC.IV.3M.105	CD.PO.B.2	no.IV.B.63	CD.PO.3M.75	UC.PO.B.31	CD.PO.3M.76	CD.IV.B.15	no.PO.B.51	no.IV.B.55	CD.IV.B.14	no.IV.3M.124	no.PO.B.49	UC.IV.B.39	CD.PO.3M.72	CD.IV.B.25	CD.IV.B.18	CD.IV.3M.82	CD.PO.B.8	no.IV.3M.120	no.PO.3M.109	CD.IV.B.17	no.PO.3M.108	UC.IV.3M.100	CD.PO.B.5	UC.PO.3M.98	CD.IV.3M.88	CD.IV.3M.80	no.PO.B.48	CD.PO.B.1	UC.IV.B.37	CD.PO.3M.67	no.PO.B.50	UC.IV.B.27	UC.PO.3M.74	UC.IV.3M.107	CD.PO.3M.69	CD.PO.B.9	UC.IV.B.41	no.IV.3M.117	no.PO.3M.112	CD.PO.3M.68	UC.PO.3M.92	UC.IV.3M.102	no.IV.B.62	UC.PO.B.33	CD.IV.3M.89	UC.PO.B.35	UC.IV.B.38	UC.PO.3M.97	no.IV.3M.122	UC.IV.3M.101	UC.IV.B.44	CD.PO.3M.73	CD.IV.3M.77	no.PO.3M.111	no.IV.B.58	no.PO.B.47	CD.IV.3M.86	CD.PO.3M.70	UC.IV.B.42	CD.PO.3M.65	CD.IV.3M.81	CD.IV.B.23	UC.PO.B.34	no.IV.B.56	CD.IV.3M.87	no.IV.B.54	CD.IV.B.16	CD.IV.3M.78	CD.PO.B.6	CD.PO.B.10	no.IV.3M.121	CD.PO.B.13	no.PO.B.46	CD.IV.B.21	CD.IV.3M.84	no.IV.B.59	UC.PO.B.32	CD.PO.B.3	UC.PO.3M.91	UC.PO.3M.96	no.PO.3M.110	UC.IV.3M.90	taxonomy
Zotu458	0	0	0	0	0	0	0	0	0	6	0	0	0	132	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	144	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Senegalimassilia;
Zotu168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	667	0	0	3094	0	0	0	0	0	0	0	0	0	0	Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;
Zotu213	0	0	0	0	0	0	0	1	0	0	0	0	0	16	0	1	0	0	0	0	66	2	18	0	0	15	0	3	0	0	0	1	0	0	0	0	0	0	4	1652	0	0	1	35	0	44	0	0	192	0	0	4	0	8	0	0	0	0	0	0	0	0	12	0	2	0	0	154	0	0	0	0	0	0	156	0	0	23	0	0	0	1157	142	0	0	0	322	0	0	125	1	0	0	1	1	0	0	0	2	0	0	2	0	0	0	0	0	2	0	1	0	2	0	0	90	64	6	0	0	0	0	0	2	1	2	8	Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;NK4A214 group;
Zotu662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	156	0	1	4	0	0	0	0	0	1	1	49	0	0	0	0	37	0	1	0	0	0	3	11	0	0	0	1	0	0	0	0	0	0	0	240	0	0	13	0	0	0	0	0	0	0	0	5	39	0	0	0	0	0	1	0	0	1	3	0	0	0	0	41	0	15	0	0	0	0	0	0	0	766	0	Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;NK4A214 group;
Zotu409	0	0	242	0	16	0	2	0	0	0	0	0	106	4	10	1	41	1	0	306	67	0	131	0	0	3	10	13	2	0	0	0	23	2	0	0	0	0	0	2	0	15	0	3	0	12	0	18	0	0	0	95	0	2	73	0	0	1	0	0	0	1	37	0	0	0	0	20	0	0	52	0	0	0	14	1	0	3	121	0	18	0	0	0	0	0	8	12	7	18	0	0	32	0	5	0	0	0	48	0	2	9	0	0	0	153	0	3	0	0	0	0	13	0	4	1	12	1	0	13	0	0	0	10	0	6	Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;;
Zotu225	1	0	149	94	49	0	1	1	0	0	16	0	0	103	0	0	10	0	1	29	51	58	5	0	43	77	1	0	488	0	11	0	0	0	0	0	0	0	0	231	0	9	0	9	0	115	0	0	0	12	3	0	0	47	15	0	0	0	0	0	0	0	58	166	1	0	2	1	0	95	60	0	0	0	0	1	2	45	16	0	0	127	0	0	0	1	25	0	5	8	0	0	16	15	39	0	0	0	26	106	17	21	0	0	0	5	0	65	0	76	338	0	31	0	32	0	149	0	0	54	0	0	108	4	187	14	Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;;
Zotu85	7	0	2	88	44	709	36	204	17	3	971	0	0	585	3	1154	221	312	1168	1	484	29	118	3	172	300	0	139	3	162	1847	2	1025	78	11	5	0	0	14	551	82	152	13	2434	1	753	3	4	0	2	1244	38	13	297	117	4	227	2	2	3	0	1455	96	105	4014	485	4	64	26	129	77	1	125	1	379	0	282	120	3210	0	414	759	5	8	526	3	275	56	100	87	1	1	69	27	775	1	4	856	320	2688	183	503	3	0	0	824	1	128	2	710	111	93	15	2	121	2	66	465	22	75	139	1	97	221	799	86	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
Zotu563	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	90	0	414	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;Christensenellaceae R-7 group;
Zotu112	1	0	483	224	129	91	192	277	2	8	1014	2	19	285	171	106	249	43	27	764	428	80	261	0	567	153	17	123	346	68	693	250	390	465	57	8	0	1	7	12	150	386	3	518	1	150	2	320	70	9	610	259	8	95	543	37	0	711	230	9	193	14	133	254	67	1	75	144	772	147	48	1	0	0	118	0	246	148	543	0	10	5	39	1	149	11	191	302	102	382	6	91	134	51	238	1	3	163	189	535	131	434	0	1	80	174	41	255	3	8	403	4	463	303	54	300	1771	265	571	224	221	0	250	474	649	83	Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae;Butyricicoccus;
Zotu401	0	0	0	0	0	1	0	0	859	5	0	4	1	1	0	0	0	1	0	0	0	1	0	0	0	31	0	0	0	0	0	0	0	2	0	1	0	3	0	2	0	0	0	2	0	0	0	0	0	6	0	5	0	0	2	19	0	0	1	22	0	0	4	0	0	2	19	0	0	0	0	3	0	0	0	79	0	0	0	0	0	12	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4	0	0	15	0	0	0	0	0	0	4	0	6	2	0	7	0	15	20	3	0	0	0	0	0	3	0	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;
Zotu37	0	338	404	852	1819	421	227	5	1	97	24	276	0	4158	1356	3	0	1785	76	2	4	0	15	98	1458	14	37	61	886	3	2	534	900	624	2153	180	6	66	2	1325	32	22	790	345	694	153	429	13	183	3	0	0	0	58	2	54	3780	0	114	14	420	34	106	138	469	0	233	7	1	786	102	9	1727	402	195	3	34	1545	1	191	2594	275	311	314	10	2	1	6	0	111	18	581	100	6	1694	152	2	326	488	5	228	14	12	1451	298	89	428	34	3	2791	57	4	0	129	611	29	183	0	1	187	0	191	823	2	15	859	Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;Intestinibacter;
Zotu7	24	14	320	1846	4633	53	7255	22	278	114	5333	5081	31	2124	6700	1922	1661	2095	14	4188	1906	8411	2096	11	822	1644	140	3437	5302	1659	3720	8941	3320	5264	38	24	4	2	54	563	2053	1936	24	224	63	4269	6	6636	1186	127	7248	4749	3339	2518	1231	149	14	236	14564	746	3293	9	3202	3424	31	6117	125	629	510	2789	4475	14527	9757	11	1876	9	5087	5092	1904	27	3874	273	1931	19	921	133	146	3931	1920	3686	390	2402	2482	381	5332	472	3459	6751	11802	3890	2224	11259	43	38	2610	3477	5943	5324	32	12	3997	25	3287	185	1446	3057	3717	12	42	4420	9	32	398	3062	5358	3492	Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Fusicatenibacter;
Zotu336	4	0	0	0	0	8	22	1	0	0	0	0	0	1	0	0	27	0	0	0	3	0	0	0	1019	1	0	0	0	5	15	0	0	0	1	10	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	2	0	0	10	0	0	0	0	2	0	0	0	1	77	0	0	0	0	1	2	6	0	0	0	0	0	34	1	0	0	0	0	0	0	2	14	0	0	0	0	10	0	0	3	0	0	17	0	0	0	0	0	0	0	0	2	0	3	0	0	1	0	0	0	0	0	0	6	0	0	0	9	0	Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Alloscardovia;
Zotu153	2	18	140	21	207	26	441	547	10	6	62	60	19	112	413	108	443	22	110	219	319	266	313	199	34	108	15	238	733	75	344	114	296	75	380	2	3	74	1	19	116	115	1	77	7	39	264	298	124	0	419	268	106	109	177	1	20	1	434	5	22	0	230	21	369	0	2	27	0	63	419	33	8	3	159	0	63	119	114	10	62	10	19	29	31	5	31	29	239	39	1282	77	147	683	131	30	532	141	362	458	67	114	2	31	309	32	78	106	45	18	4	0	25	16	227	359	206	3980	3636	252	230	2	52	121	700	56	Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Ruminococcus gauvreauii group;
Zotu385	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	887	0	0	0	0	0	0	6	0	11	0	1	1	0	0	0	0	1	0	0	0	12	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	15	0	0	0	0	0	157	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	56	0	0	0	1	0	0	0	1	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 1;
Zotu310	1	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	743	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1245	0	0	0	0	2	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	40	0	0	0	0	0	Bacteria;Firmicutes;Negativicutes;Acidaminococcales;Acidaminococcaceae;Succiniclasticum;
Zotu396	1	0	0	0	1	0	2	0	0	1	0	0	0	1	0	1	9	0	0	47	0	5	2	0	0	4	0	0	126	0	77	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	185	0	37	1	0	16	41	0	0	40	66	0	0	0	0	4	0	0	0	10	119	3	0	0	0	0	0	0	0	36	0	0	1	0	1	3	0	0	0	0	1	18	0	14	3	0	14	0	0	1	42	0	8	4	0	9	39	10	36	0	0	0	0	0	0	0	449	338	0	0	0	1	0	0	0	0	65	13	Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Blautia;
Zotu288	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	58	1	25	0	0	90	0	0	1	10	0	1	0	0	0	0	0	0	4	831	0	1	0	2	0	0	0	0	0	0	0	6	0	69	0	10	0	0	0	0	0	0	13	0	0	0	0	236	0	0	0	0	0	0	157	0	0	0	0	0	0	0	153	0	0	1	137	0	0	34	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	35	0	0	0	0	0	0	0	0	1	Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;Christensenellaceae R-7 group;
Zotu821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;;
Zotu29	1	217	4	12	884	279	2	1	1	15	5	1403	1325	1	11	799	385	362	3	5	365	8	136	275	16	3	80	0	347	1	3	978	1	5	1229	2	6	16384	5	8	657	1672	1	1366	4	61	0	955	0	0	1	436	0	3	1	98	1	0	86	2	91	25	4	262	259	2335	14	8	5	1041	536	2760	528	0	0	1	1	2	1360	0	0	327	932	0	136	10	296	0	822	1	540	1	267	637	1094	2	4	1260	8	703	2	1	3	7	2	5	9	1669	1	406	53	280	769	1	4	0	7	2	261	1050	2	150	660	302	1064	3	Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Dialister;
Zotu990	0	0	59	119	19	0	5	5	0	2	9	6	14	3	1	2	24	4	39	2	1	3	1	745	121	7	0	7	93	23	15	7	4	2	5	0	1	0	0	5	1	0	0	1	0	17	6	0	3	0	12	3	0	7	24	0	55	0	18	0	0	1	1	1	58	8	0	5	1	0	8	3	38	0	51	0	9	10	1	0	7	46	19	0	0	0	47	0	14	3	8	1	10	13	4	0	4	37	0	12	2	1	0	2	4	2	0	28	0	6	34	0	1	0	28	8	4	257	343	20	2	0	13	0	29	5	Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Ruminococcus torques group;
Zotu160	0	0	0	1	0	0	1	0	49	0	0	27	1	0	0	0	0	0	0	0	0	0	1	613	125	1	847	0	0	0	2	0	1	0	1062	13	69	0	1	7	0	0	1	1	647	0	0	1	0	0	0	0	0	0	0	0	24	0	0	2	3	0	0	0	0	0	28	0	0	0	0	295	0	1	0	0	0	0	0	18	0	0	0	2715	0	0	66	0	0	0	0	0	0	5	0	0	0	0	2	0	0	3	0	626	0	0	0	0	0	8	0	0	0	0	0	0	0	0	3	0	0	110	3	0	0	0	Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;
Zotu383	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	439	0	1	0	0	0	0	12	0	0	0	0	0	0	405	0	0	0	0	0	2	0	0	0	0	0	0	7	0	0	3	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	12	0	0	0	0	0	5	0	0	0	0	0	1	1	Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Gordonibacter;
Zotu558	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;;;;
Zotu465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;
Zotu155	4	38	539	330	169	158	144	868	266	20	296	88	347	106	159	294	48	198	13	846	287	80	401	109	37	441	61	365	223	139	1083	765	314	319	1451	7	3	2	6	193	405	112	1354	132	98	171	507	439	211	12	1065	208	936	185	295	11	306	379	202	53	135	357	136	3	483	590	3	139	342	74	202	315	52	0	260	0	77	33	976	1	94	359	957	48	142	2	5591	339	24	185	752	78	79	1423	42	142	460	381	672	613	122	40	5	106	31	889	26	92	7	200	386	622	1307	13	727	297	125	2004	1303	50	498	10	50	129	455	22	Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoclostridium;
Zotu8	21	669	4983	6173	1757	28	3720	440	4696	58	1198	890	1896	1660	2710	1017	1378	1765	208	1624	702	1051	772	3689	3716	604	100	497	691	1937	2977	1007	1813	2478	275	5872	100	1288	13	419	607	525	6070	332	54007	397	238	1897	2415	369	4955	2280	72	623	457	102	7650	258	2356	4992	897	408	1169	344	2837	813	670	280	1571	594	2860	4107	1853	98	1080	2	501	1249	61	6719	738	936	1369	12662	903	11	253	1363	930	1254	948	372	631	174	1003	3293	1928	1020	92	2800	1005	912	15	19893	298	2432	184	1466	2254	3981	17379	160	820	20743	98	2973	5282	1584	7241	2223	340	13386	2374	502	712	805	Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Ruminococcus gnavus group;
Zotu320	0	0	0	0	0	0	0	0	0	25	0	0	0	429	0	0	0	0	2	0	0	0	17	0	275	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	16	0	0	5	1	0	0	0	0	0	0	20	0	0	0	26	2	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	543	0	0	0	0	0	0	0	0	0	Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Slackia;
Zotu1563	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	109	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	1	0	0	0	6	0	0	0	0	0	1	0	0	0	Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Dorea;
Zotu75	0	6	1	0	16	0	0	6	0	1152	9	1780	0	7	64	1	0	0	1	18	24	0	12	11	0	0	189	0	0	0	1	0	179	99	128	558	0	0	1	27	0	0	74	6411	0	1	636	19	1	2	4	33	0	2	2	0	3	0	1	1	175	4	3	5	2	0	1	3	0	1	3	494	2	1	1	1	16	1	42	1	0	1	0	1	0	0	5	376	0	2	0	4	6	114	0	1	4	2	170	1	2	1	0	2	0	47	2	0	2	0	0	0	0	29	2	0	1	0	0	0	1	0	0	18	0	0	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;
Zotu252	8	1	1	3	2	6	0	5	5	588	1	0	0	1	4	0	2	5	0	1	1	2	0	0	2	8	6	0	4	2	3	0	1	0	17	49	1	11	62	13	2	1	2	150	275	0	9	2	8	27	1	1	22	13	0	28	2	56	0	4	1	38	1	2	0	8	720	0	36	15	1	10	5	54	0	7	0	3	0	7	0	5	3	6	2	0	0	3	0	0	5	2	0	7	3	4	5	2	0	1	0	5	67	10	1	2	1	1	27	3	12	3	3	14	1	8	1	2	0	0	2	27	3	2	1	3	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas;
Zotu102	0	3	9	0	32	13	1	23	6	1	31	6573	0	7	451	48	8	4	32	6	18	0	13	42	2	1	68	0	1	2	88	1	4	17	100	162	305	24	0	1	0	0	324	199	1	11	136	2	2	0	34	10	4	0	16	0	2252	0	4	1	309	1	42	5	32	1	11	0	0	11	12	1450	21	5	2	0	23	3	47	63	14	4	26	1669	3	0	1	1345	4	6	1	0	4	1	2	9	24	0	3323	73	2	0	0	147	2	19	0	0	1943	556	0	36	0	181	8	0	334	0	4	2	13	56	0	19	20	1	Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Veillonella;
Zotu386	0	42	0	3	1	0	0	11	0	0	0	0	0	1	0	1	1	0	633	3	1	2	1	0	0	1	0	1	0	1083	12	13	0	1	9	0	0	0	0	3	0	2	0	0	1	0	189	1	90	0	17	0	0	0	21	0	0	0	1	1	0	0	4	4	14	0	0	28	0	1	0	0	0	0	1087	0	1	2	0	0	0	0	1	1	0	0	0	0	0	9	106	4	0	158	4	58	1	0	14	0	0	2	0	0	0	0	8	1	0	0	2	1	0	0	26	230	8	238	548	1	7	0	0	1	0	0	Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Blautia;
Zotu4	26	425	1362	102	12431	720	24437	19456	631	102	3974	2250	2066	3141	12775	2666	6775	3337	53	10797	7360	7008	3813	626	2426	548	412	29858	8577	1627	26944	32485	3447	1431	2364	143	7	1	173	365	12049	6749	32	778	129	790	13730	17842	3463	18	10032	2819	3391	792	2821	462	2652	33	1597	266	667	10	28500	2628	15456	18	335	1481	57	8658	24850	2640	15	14	4063	8	7671	8783	6617	11	169	718	232	1306	5312	262	2780	281	10490	5848	5119	6606	7716	3992	4409	2227	3464	4952	17123	14971	5631	1482	19	36	26	2544	2533	6833	64	5190	478	27	1253	1211	3574	3651	11781	10	65	5832	19255	21	868	2812	6549	5502	Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter;
Zotu359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	20	153	21	58	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	24	0	0	0	0	0	0	0	0	0	214	0	186	24	0	0	0	0	0	0	0	101	0	0	0	0	382	0	0	0	0	0	0	10	0	0	0	13	0	0	0	0	0	0	0	671	0	54	145	0	0	0	236	1	0	0	0	14	0	0	301	0	0	0	0	0	17	1	1	0	0	0	0	170	1	63	0	1	0	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridia UCG-014;;;
Zotu28	28331	0	1	0	3	25	0	2	7	11	12	35	0	2	0	1	10	0	1	0	0	4	1	2	0	0	3	0	4	0	1	2	2	0	5	7	0	3	23884	0	2	1	0	2	2	0	1	2	0	4	2	1	0	1	1	0	1	12	4	0	0	0	3	2	3	1	10	0	1	5	1	0	0	1	3	10182	0	4	2	1	7	0	0	0	0	0	1	0	0	1	7	0	7	0	0	2	87	1	0	0	0	2	2303	4	0	13	0	0	4	1	5	2	1	3	3	2	0	1	4	0	5	1	0	1	1	2	Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;
Zotu205	17	4	34	44	12	4	7	44	4	307	9	80	2	64	10	6	42	4	1	3	25	34	12	16	44	30	3	9	16	4	32	10	8	21	29	97	17	10	97	69	14	7	8	18	10	7	53	15	22	28	14	62	2	37	0	1	29	131	13	10	19	0	10	16	19	10	223	5	43	32	6	49	10	93	11	118	22	34	10	139	40	84	22	18	0	0	2	43	34	18	59	20	8	61	9	33	38	4	146	7	5	53	1579	54	3	2	17	1	99	26	36	11	14	25	158	15	10	13	29	13	66	63	13	9	12	23	Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces;
Zotu55	1	107	254	529	64	127	92	289	108	7	56	0	154	13	13	62	8	35	61	7	4	6	3	29	141	15	649	52	3	55	222	403	145	64	1683	0	26	1105	2	263	110	30	0	402	4	35	52	55	68	51	106	0	109	50	6	82	1	2001	466	95	6	451	2	189	418	436	31	11	938	144	1	0	249	0	63	1	2	4	7	0	16	350	0	0	3	1	107	19	9	20	287	325	5	462	4	375	113	110	49	155	23	2	0	0	35	261	253	24	6	87	2215	45	40	326	30	297	17	49	119	2	185	2355	311	54	239	3	Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Eggerthella;
Zotu1424	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;;
Zotu351	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	639	0	0	0	0	922	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae UCG-001;
